genome,D300693,D300694,D300695,D300696,D300697,D300698,D300699,D300700,D300701,D300702,D300703,D300704,D300705,D300706,D300707,D300708,D300709,D300710,D300711,D300712,D300713,D300714,D300715,D300716,D300717,D300718,D300719,D300720,D300721,D300722,D300723,D300724,D300725,D300726,D300727,D300728,D300729,D300730,D300731,D300732,D300733,D300734,D300735,D300736,D300737,D300738,D300739,D300740,D300741,D300742,D300743,D300744,D300745,D300746,D300747,D300748,D300749,D300750,D300751,D300752,D300753,D300754,D300755,D300756,D300757,D300758,D300759,D300760,D300761,D300762,D300763,D300764,D300765,D300766,D300767
MPB:bin_000173,17.073,6.751,6.545,8.558,0,0,0,1.845,0,0,0,0,3.568,0.939,0,2.656,8.561,3.468,4.436,10.407,1.829,3.203,0,0,0.96,0.996,1.291,0,1.965,0,0,1.021,0,2.589,2.083,0,3.888,2.578,2.739,0,5.393,0,0,0,0,0,0,0,0,0,0,0,0,0,5.682,1.151,0.642,1.448,5.598,4.413,1.352,0,2.717,5.577,1.956,5.317,6.736,5.633,1.896,1.761,2.291,2.812,3.488,3.589,0
MPB:bin_000174,0,0,0,0,0,0,0,0,0,0,0,0,0,0.852,0,0,1.046,1.778,0,0,0,0,0,0,0,0,0.936,0,0,0,0,0,0,0,0.917,0,0,3.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.961,0,4.988,0,0,0,1.55,0,0,0,0.794,0.991,1.303,0,0,0,0.73,0
MPB:bin_000177,3.995,1.264,0.904,1.556,4.657,0,0,0.571,0,0,0,0,0,0,0,5.938,0,0,15.639,2.052,1.22,3.738,0,0,0,0,0,0,0,0,0,1.834,0,0,0,0,2.048,1.332,1.826,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.283,0,0,0.713,0,1.035,0.877,2.19,0,0,0,0.987,0,0.784,0,0,0,0
MPB:bin_000185,42.68,1.004,0,24.709,0,0,0,2.355,0,0,0,0,0.693,0,0,0,0,0,3.5,0,8.531,8.751,0,0,0.512,0,0,0,0,0,0,0,0,1.762,0,0,1.305,2.491,0,0,4.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.946,3.011,1.274,0,0,0,0,0,0,2.11,0,3.762,16.825,0.707,0,0,0,0
MPB:bin_000187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.443,0,5.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544,1.372,0.611,0,10.399,5.996,3.489,1.83,2.945,0,6.1,4.007,9.487,1.876,8.998,1.616,0,0,3.614,4.998,0
MPB:bin_000190,4.393,2.716,20.72,18.192,0,0,0,0,0,0,0,0,1.64,0,0,10.244,6.113,17.673,5.514,11.992,0,0,0,0,0,1.493,5.352,0,1.421,0,0,0,0,0,0.747,0,3.166,0,0,0,5.139,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,1.095,0,0,0,2.251,0,1.905,0,0,4.053,0,1.729,0,0,0,0,0,3.334,0
MPB:bin_000191,58.726,112.941,27.193,60.19,0,0,0,2.559,0,0.599,3.023,0,30.97,25.481,2.962,14.826,24.376,12.917,43.017,35.523,11.945,19.62,0,0,1.196,3.184,13.847,0.773,12.315,0,13.485,6.089,0,19.372,11.16,0,8.464,23.032,68.013,0,64.976,0,0,0,0,0,0,0,0,0.92,0,0,0,0,64.634,16.18,7.117,5.966,51.344,22.42,10.752,2.814,36.175,20.685,8.828,21.279,16.996,23.392,4.06,10.628,1.144,9.878,9.513,19.125,0
MPB:bin_000193,4.253,0,0,0,0,0,0,0.778,0,0,0,0,0,0,0,2.693,2.034,7.193,0.997,0,0,1.458,0,0,0,0,0.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.393,0,0,3.086,1.493,0.961,1.169,1.827,0,2.204,0,0,0
MPB:bin_000194,2.95,0.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.104,0,2.484,0.911,0,0,0,0,0,0,0,0,0,0.661,0,0,0,0,0.626,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,1.079,0,0,0.775,0,0,0,0,0.744,0,1.033,0,0,0,0.707,0,0,0,0,0,0
MPB:bin_000195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.608,2.852,0,0.577,2.683,0.889,0.629,0,1.991,0.705,0,0,0,0,0.822,0
MPB:bin_000196,1.91,0,0,0,0,0,0,1.116,0,0,0,0,0,0,0,0.735,0,0,1.138,0,0.633,1.849,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126,0,0,0,1.074,0.681,2.928,0,0,0,0
MPB:bin_000198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.922,0,0,0,21.155,1.762,0.922,0,0,0.677,0,1.27,0,0,2.303,0
MPB:bin_000201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.929,0,0,0.775,1.511,0.94,1.334,0.936,0.752,3.601,0
MPB:bin_000203,5.962,0,0,0,0,0,0,1.315,0,0,0,0,6.428,3.728,0,0.88,0.937,0,0,4.106,0,1.197,0,0,0,0,0,0,0,0,0,3.378,0.606,2.958,2.109,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.414,0,0,0.756,0.944,1.489,0,0,0.853,0,0.804,0,0,0,0,0,1.332,0,0,0,0
MPB:bin_000204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83,0,3.82,0,0.841,0,7.093,0.742,0,0,0,0.636,0,0,0,0,0,0
MPB:bin_000209,4.545,0,0,0,0,0,0,0.659,0,0,0,0,0,0,0,0,0,0,1.049,0,0.738,6.245,0,0,0,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.223,0,0,0,0,2.9,0,0,0,1.885,0,1.702,1.188,0,0,0
MPB:bin_000212,0,0,0,0,0,0,0,2.353,0,0,0,5.708,0,3.315,1.629,7.383,3.436,0,0,0,0,0,0,1.438,3.234,3.322,4.653,6.298,1.973,0,3.827,0,3.831,1.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537,1.388,1.965,0,1.473,3.808,4.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.091,0,0,1.438,0
MPB:bin_000213,19.083,0,0,0,0,0,0,1.106,0,0,3.388,0,0,4.124,0,6.696,0,0,6.721,0,0,4.41,0,0,0,0,2.382,0,0,0,9.178,1.502,0,6.428,2.63,0,2.719,19.918,7.76,0,5.32,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.235,4.229,19.968,0,0,1.644,2.527,0,0,0,0,1.492,4.723,0,0,1.681,6.669,0
MPB:bin_000214,1.947,1.23,1.419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988,0,1.296,2.673,1.046,2.839,0,0,0,0,0.699,0,0,0,0,0,0,1.712,1.884,0,0.852,1.198,1.294,0,2.414,0,0,0,0,0,0,0,0,0,0,0,0,0,2.292,0,0,0.73,2.563,1.867,0,0,1.075,1.875,1.096,1.867,3.378,1.631,1.035,0.945,0.958,1.283,1.559,2.09,0
MPB:bin_000216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.802,0.544,0,5.408,0,0.638,0.867,36.122,0.664,0.606,0.719,0,5.758,0
MPB:bin_000217,4.074,2.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.939,0,0,1.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.478,2.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.015,0.561,0.622,0,6.15,0,2.22,0.982,0,0.902,1.854,0,0,0,0,0,0,0,0,1.835,0
MPB:bin_000220,5.57,1.462,1.176,110.095,0,0,0,0.867,0,0,0,0,7.8,1.201,0,3.462,16.438,18.125,16.33,61.447,18.157,18.919,0,0,0,0,3.392,0,0,0,0.74,0,0,0.843,0.706,0,1.808,11.591,15.518,0,8.034,0,0,0,0,0,0,0,0,0,0,0,0,0,13.354,1.486,0,3.313,7.344,28.693,9.958,0.542,2.628,19.679,3.871,37.265,13.765,25.724,0.733,2.39,1.566,31.874,7.027,3.961,0
MPB:bin_000221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225,0,0,0,0,0,0,180.276,0,0,0,1.083,0,0,0,0,0,0,0,0,0,1.884,0,0,0,0,0,114.471,0,10.935,0,0,0,1.187,1.246,0,0,0,2.334,29.091,0,0,0,0,0
MPB:bin_000223,0,0,0,0,0,0,0,0.881,0,0,0,0,1.411,0.966,0,5.018,0,0,4.232,0,2.281,5.671,0,0,0,0,0,0,1.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000225,1.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.725,0,0,0,0,0,0,0,0,0,1.185,0,0,0,0,1.394,0,2.56,1.225,0,0,1.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.712,0,1.621,0,0,0,1.637,1.062,1.609,1.754,1.637,1.149,0.967,1.075,1.796,1.572,1.437,0
MPB:bin_000227,1.742,0,0,0,0,0,0,2.452,0,0,0,0,0,0,0,0.661,0,0,5.009,0,0,0,0,0,0,0,5.646,0,0,0,0,0,0,0.879,0,0,0,1.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561,0.831,0,1.454,0,1.845,0.776,1.179,1.684,0,0,0,1.342,0,0,0,0,0.749,0
MPB:bin_000228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.931,3.306,1.74,0,0,0,0,0,0,0,0,1.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.896,0,0,1.376,1.134,0,0,0,0.61,0,0,0,0,0,0,0
MPB:bin_000230,0.883,1.089,1.538,4.146,5.017,4.229,7.699,0.873,3.502,30.604,54.08,5.88,10.842,12.197,0,1.175,0,1.378,0.606,1.211,0,0,5.578,9.113,0.777,0,1.662,9.217,15.522,9.547,11.799,0,11.982,0,0,0,0,0,0,0,0,2.648,0,5.435,2.255,130.798,6.396,46.371,17.309,44.502,5.042,11.028,19.746,82.073,1.333,11.117,0,0,0.656,0.969,0.931,0,1.06,0,0,0.743,3.474,0.989,1.537,0.915,1.043,0,0,0,0
MPB:bin_000231,5.381,3.557,7.724,13.139,0,0,0,10.77,0,0.632,0,0,7.336,2.075,0,8.91,7.226,20.292,4.083,5.963,1.665,3.893,0,0,0,0.962,1.747,1.735,1.048,0,1.909,2.528,0,3.38,2.886,0,1.733,4,2.203,0,4.278,0,0,0,0,0,0,0,0,0,0,0,0,0,5.334,3.058,0.789,1.459,4.372,3.698,1.777,0,6.297,2.581,1.194,4.385,6.188,5.784,1.452,1.541,1.052,3.321,2.845,3.803,0
MPB:bin_000232,0,2.163,0,0,0,0,0,7.643,0,0,0,0,0,0,0,0,0,0,25.81,0,1.409,53.621,0,0,0,0,6.166,0,0,0,0,0,0,0,0,0,24.881,56.091,54.911,0,20.754,0,0,0,0,0,0,0,0,0,0,0,0,0,50.182,4.839,6.218,14.356,80.084,27.921,7.619,11.654,0,40.813,11.794,1.523,0,0,27.516,26.316,43.171,0,0,0,0
MPB:bin_000233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.912,0,3.884,0,0,0,0,1.308,0,0
MPB:bin_000236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.073,0,0,0,0,0,0,2.089,0,0,0,1.464,1.359,0,0,0,0,0,0,0,0,0,1.99,0,0,0,0,0,0.994,3.903,0,0,9.06,3.545,0.874,1.47,3.651,0,10.162,0,10.906,6.722,28.691,3.819,11.705,12.057,2.391,0,0
MPB:bin_000237,141.66,88.888,37.257,91.975,0,0,0,30.234,0,2.901,3.433,0,97.497,44.732,1.566,30.771,31.498,4.299,79.053,167.83,61.747,153.881,0,0,6.045,17.499,49.03,3.837,12.832,0,51.36,45.245,9.816,63.017,61.616,0,94.766,103.816,70.697,0,145.325,0,0,0,0,0,0,0,0,0,0,0,0,0,92.98,82.717,19.814,73.462,107.112,133.115,10.325,1.624,56.481,83.718,11.654,35.095,35.298,16.64,5.54,7.619,14.734,22.716,25.203,42.78,0
MPB:bin_000238,0,0,0,0,4.204,0,1.37,47.911,0,32.59,70.631,8.916,159.629,104.824,6.021,95.627,86.476,94.022,0,0,0,0,1.723,2.379,7.804,29.25,83.691,23.262,103.209,2.58,342.671,100.856,27.46,125.797,127.412,0,0,0,0,0,0,1.113,0,1.873,0,14.916,4.045,8.656,9.906,55.368,0,21.218,21.298,34.845,0,0,0,0,0,129.885,37.549,36.341,98.075,77.734,97.605,42.057,209.396,75.065,61.681,97.53,35.603,39.959,39.231,94.405,0
MPB:bin_000243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.627,1.676,3.16,4.304,15.355,0,1.602,17.137,10.079,0,0,0,0,0,35.156,5.104,4.972,16.351,21.364,8.61,2.383,2.839,1.997,2.884,2.781,7.375,3.296,3.642,2.797,0
MPB:bin_000246,0,0,0,0,8.32,0,0.866,18.089,0,10.814,49.349,2.912,22.441,45.746,1.913,18.912,11.5,14.032,0,0,0,0,0,0.646,1.043,11.241,6.002,10.884,38.549,0.871,89.72,32.796,4.636,33.297,27.047,0,0,0,0,0,0,0,0,0.906,0,3.396,0.723,1.026,2.598,2.881,0,2.048,12.854,6.101,0,0,0,0,0,14.068,1.923,2.413,5.28,5.3,17.048,2.627,14.082,5.639,9.436,8.819,9.104,3.555,4.139,6.527,0
MPB:bin_000248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.567,3.093,1.008,0,0,0,0,0,0,0,0,0.807,0,0,0,0,1.559,0,2.958,2.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.815,0,0,0,0,0.87,1.044,0,0,0,0.781,0,1.077,1.078,1.427,0
MPB:bin_000254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.437,1.519,0,0,0,5.769,0,0,0,0,0,0
MPB:bin_000264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.871,1.621,2,0,0,0,0,0,0,0,0,0,0
MPB:bin_000266,13.075,2.762,0,0,0,0,0,0.762,0,0,0,0,0,0,0,6.174,0,0,4.444,0,4.147,7.007,0,0,0,4.11,0,0,0,0,0,0,0,0,0,0,2.356,1.789,3.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.486,0,0,1.517,0,0,0,0,1.564,0,2.086,0,0,0,0,0,0,0,3.962,0
MPB:bin_000268,3.816,1.099,0,0,0,0,0,1.784,0,0,0,0,2.604,1.279,0,2.32,0.971,0,1.414,0,0.904,2.355,0,0,0,0.759,0.847,0,0,0,0,1.127,0,3.198,7.22,0,1.022,0.972,1.343,0,2.032,0,0,0,0,0,0,0,0,0,0,0,0,0,1.102,0,0,0,3.275,2.596,0,0,1.683,1.609,1.12,2.897,3.62,0.855,1.243,1.323,1.863,1.769,2.203,2.486,0
MPB:bin_000269,0,12.191,0,0,0,0,0,0,0,0,0,0,0,0,0,2.094,0,0,0,0,0,0,0,0,0,2.541,0,0,0,0,0,0,0,0.931,0.879,0,2.617,1.574,2.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.052,0,0,0,0,1.981,1.398,0,0,2.566,4.11,3.697,0,1.712,6.89,9.113,6.401,2.248,0,1.58,0
MPB:bin_000271,18.886,9.363,3.856,1.922,0,0,0,1.502,0,0,1.366,0,5.105,2.501,0,5.263,5.134,3.432,21.844,4.147,7.579,13.279,0,0,0,1.437,1.772,0,0,0,1.624,3.327,0,1.789,1.568,0,9.426,6.185,24.755,0,20.98,0,0,0,0,0,0,0,0,1.486,0,0,2.138,0.806,20.897,1.321,5.504,4.871,14.532,18.985,1.224,0,2.396,6.405,5.124,0,0,0,3.609,2.154,3.168,0,0,0,0
MPB:bin_000272,0,0,0,0,0,0,0,0,0,0,0,0,0,0.746,0,5.317,0,0,0,0,0,0,0,0,0,0,0,0,1.138,0,0,0,0,0,0,0,0,0.827,0,0,1.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.837,0,0,0.733,0,1.055,0,0,0,0,0,1.217,0,1.521,0.713,0,1.081,0
MPB:bin_000275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.339,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.676,0,4.129,0,0,0,2.199,2.559,0,0,0,0,0,0.986,0,0,0,0
MPB:bin_000279,2.188,1.865,13.984,0,0,0,0,2.506,0,0,0,0,0,0,0,3.62,1.617,0,4.465,5.509,6.739,5.104,0,0,0,0.727,2.208,0,0,0,2.458,0,0.636,0,1.064,0,1.617,8.576,9.405,0,6.869,0,0,0,0,0,0,0,0,0,0,0,2.004,0,6.308,0,0.686,5.116,13.042,1.584,1.456,0,4.851,0,0,1.585,2.904,0,1.384,1.154,0,1.246,3.984,0,0
MPB:bin_000284,2.898,2.384,5.089,0,0,0,0,0,0,0,0,0,0,0,0,2.262,1.57,5.119,2.052,3.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.236,1.421,0,0,3.672,0,0,0,0,0,0,0,0,0.946,0,0,0,0,0,6.5,0,1.019,3.606,2.343,0,0,0,0,0,1.876,2.581,0,0,0,0,0,0,2.47,0
MPB:bin_000288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.214,6.954,1.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.906,0,3.688,0,0,0.839,2.414,3.138,0,0,0,0,0.539,1.611,2.239,0,0,0
MPB:bin_000289,10.687,6.77,4.739,1.667,0,0,0,1.085,0,0,0,0,1.704,0,0,1.981,2.424,1.242,2.799,4.627,0.976,2.603,0,0,0,0.803,0,0,0,0,0,0,0,0.888,0,0,11.948,3.014,8.873,0,17.823,0,0,0,0,0,0,0,0,0,0,0,0,0,12.314,1.363,2.594,1.177,17.779,3.195,4.74,1.593,8.576,5.066,1.797,7.889,11.328,8.193,1.425,1.041,1.026,2.487,7.756,4.15,0
MPB:bin_000292,2.76,1.525,2.495,1.204,0,0,0,0,0,0,1.334,0,2.025,0.833,0,1.568,2.016,1.582,1.631,3.194,0.707,1.852,0,0,0,0.758,0.537,1.231,2.087,0.732,1.43,0,0,1.057,1.349,0,0.718,1.054,1.426,0,2.056,0,0,0,0,0,0,0,0,0,0,0.539,0,0.911,1.014,0,0,0,1.118,1.451,0,0,1.329,2.546,0,1.943,2.689,1.804,0.663,0.993,0.624,1.888,1.074,2.538,0
MPB:bin_000298,1.592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.022,0.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.848,0,0,0,1.32,1.761,0,0,0,1.285,0,1.485,1.856,0,0,0,0,1.181,1.081,1.306,0
MPB:bin_000303,1.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.137,3.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.945,4.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000307,2.235,2.191,0,0,0,0,0,0,0,0,0,0,0,0,0,5.953,0.843,0,0,0,4.657,2.754,0,0,0,1.393,0,0,0,0,0,22.8,0.664,12.698,6.913,0,2.608,3.321,2.886,0,4.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.927,0,0.921,1.414,2.278,3.786,0,0,0,2.905,6.762,0,0,0,3.512,0.861,1.97,0,0,0,0
MPB:bin_000310,3.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.745,2.359,0,0.631,0,0,5.037,0,0,0,0,0,0,0,0,0,0,0,0.542,0,0,0,1.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726,0,0,1.013,0,0,0,0,0,0,0,0,0,5.305,0,0,0,0,0,0.88,0
MPB:bin_000314,0,0,0,0,0,0,0,0,0,0,0,0,1.051,0,0,1.426,1.327,1.513,0,1.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997,0,0,0.923,0.733,0,0,0,0,0,0.868,0
MPB:bin_000315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.357,0,0,0,0,0,0,1.751,0,0,0,1.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571,0,0,0,0,0,1.835,0,1.775,0,0.689,0,1.641,2.22,0,0,0,1.548,1.334,2.511,0,0,0,0
MPB:bin_000316,4.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.323,15.769,0,1.058,0,0,2.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711,0.874,0,0,0,0,0.758,0.917,0,0,0,0,0,0.85,1.555,0,2.53,0
MPB:bin_000319,2.123,0,3.494,3.699,0,0,0,4.555,0,0,0,0,1.998,2.647,0,0,1.213,3.575,13.629,0,0,18.854,0,0,0,0,0,0,1.189,0,0,0,0,0,0,0,0.897,0,1.77,0,1.42,0,0,0,0,0,0,0,1.05,0,0,0,0,0,1.474,0,1.149,0,2.019,0,0,0,4.828,0,0,0,0,0,0,0,0,0,0,1.211,0
MPB:bin_000322,7.221,14.275,4.713,0,0,0,0,5.133,0,0,0,0,6.02,4.801,0,15.947,5.853,2.433,9.981,26.237,11.582,9.821,0,0,0,6.772,11.542,0.949,13.136,0,0,10.858,1.125,11.062,10.778,0,0,2.88,10.127,0,8.502,0,0,0,0,0,0,0,0,0,0,0,0,0,8.988,0,0,0,8.435,2.817,2.471,1.112,1.994,0,3.016,0,5.353,0,11.475,1.864,0,0,0,5.308,0
MPB:bin_000324,2.189,0,6.373,6.497,0,0,0,0,0,0,0,0,0,0,0,0,0,5.217,0,2.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000325,2.448,2.626,0,0,0,0,0,0.815,0,0,0,0,0,1.207,0,13.862,0,0,4.239,0,3.367,8.363,0,0,0,0,2.565,0.858,1.168,0,0,1.176,0,0,1.707,0,1.817,1.248,0,0,1.71,0,0,0,0,0,0,0,0,0,0,0,1.57,0.6,0,0,0,0,1.756,0,1.475,0,0,1.365,2.146,0,0,0,0,1.956,0,0,0,0,0
MPB:bin_000328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503,0,0,0,0,1.53,2.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0.606,0.997,0.586,0,0,0,0,0,0.889,0,0,0.624,0,1.14,0
MPB:bin_000330,1.707,0,0,0,0,0,0,0,0,0,0,0,4.954,1.017,0,2.42,3.184,0.907,0,2.45,0,0,0,0,0,0.638,1.449,0,0,0,0,0,0,0,0,0,0,0,0,0,1.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.874,1.811,2.365,0,0,0.638,2.284,0,0.716,0,0,0,0,0,0.776,0,0,0
MPB:bin_000332,0,2.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.268,0,0,0,0,0,0,0,0,0,1.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.398,0,0,0,0,0,0,0,0,0,0,0,0,0,1.887,0,0
MPB:bin_000336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.592,0,0,0,0.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000340,4.528,2.844,3.131,2.232,0,0,0,0,0,0,0,0,1.264,1.443,0,3.088,0,0,4.095,5.27,1.556,4.086,0,0,0,0,3.533,0,0,0,1.406,2.677,0,0,0,0,2.6,0,3.169,0,2.743,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,0,0,0,0,1.285,0,0,1.919,1.772,1.679,0,2.165,0,2.012,1.725,2.031,0,0,0,0
MPB:bin_000341,1.634,0,2.984,0,0,0,0,0,0,0,0,0,2.737,0,0,0,5.745,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.094,0,1.676,0,0,0,0,0,0,0,0,0,0,0,0,0,1.442,0,0,0,3.53,2.355,0.965,0,2.506,1.991,0,1.529,3.513,0,1.21,0,1.23,0,0,1.566,0
MPB:bin_000347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69,0,1.925,0,0,0,0,1.357,0,0,0,1.325,0,0,0,0,0,0
