genome,D300693,D300694,D300695,D300696,D300697,D300698,D300699,D300700,D300701,D300702,D300703,D300704,D300705,D300706,D300707,D300708,D300709,D300710,D300711,D300712,D300713,D300714,D300715,D300716,D300717,D300718,D300719,D300720,D300721,D300722,D300723,D300724,D300725,D300726,D300727,D300728,D300729,D300730,D300731,D300732,D300733,D300734,D300735,D300736,D300737,D300738,D300739,D300740,D300741,D300742,D300743,D300744,D300745,D300746,D300747,D300748,D300749,D300750,D300751,D300752,D300753,D300754,D300755,D300756,D300757,D300758,D300759,D300760,D300761,D300762,D300763,D300764,D300765,D300766,D300767
07:bin_000080,0,0,0,0,0,0,0,0.849,0,0,0,0,0,0,0,1.536,0,0,0,0,0,0,0,0,1.674,0,0,0,0,0,0,4.51,1.195,9.087,9.391,0,2.415,35.713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.699,0,8.984,0,2.022,0.646,6.421,8.299,0,0,0,0,0,12.746,0,0,0,0
07:bin_000086,5.414,5.608,0,0,0,0,0,1.785,0,0,0,0,0,0,0.681,1.421,0,0,4.654,0,1.34,4.731,0,0,0,1.347,1.301,0,2.102,0,0,0,0,0,0,0,2.475,3.334,6.843,0,3.084,0,0,0,0,0,0,0,0,0,0,0,0,0,7.422,0,2.943,0,0,5.782,1.208,0.915,2.864,0.816,1.112,0,0,4.842,1.89,0,0.865,0,0.539,2.909,0
07:bin_000111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.689,0.727,39.925,0,0,0,12.11,0,0,0,0,3.733,0,0,0,0,0,0
07:bin_000158,0,0,0,0.638,0,0,0,0,0,0,0,0,0,0,0,1.085,1.302,1.367,0,0,0,0,0,0,0,0,4.041,0,0,0,0,0,0,0,1.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584,0,0.557,1.413,0,0,0,0,0,0,0,0,0,0,0
07:bin_000176,0,0,0,0,0,0,0,8.205,0,0,0,0,0,0,0,1.567,0,0,0,0,0.536,0,0,0,0,0,1.717,0,0,0,0,0,0,0.668,0.976,0.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.183,0,0,0.607,0,0,0,0,0.567,0,0,0,0.613,0,0.641,0,0,0.894,0
07-TM1:bin_000001,0,0,0,0,0,0,0,15.856,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0.595,0,0,0,0,0,0,0,2.571,1.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-TM2:bin_000008,0,0,0,0,1.192,0,0,12.109,0.826,13.471,49.65,6.336,5.722,36.235,1.039,4.202,9.325,4.047,0,0,0,0,0,5.488,4.291,8.693,7.638,8.384,40.853,5.16,71.128,20.874,159.145,13.105,16.863,0,0,0,0,0,0,4.374,0,0.977,0,19.886,2.347,8.67,6.367,40.737,0,10.642,44.6,29.078,0,0,0,0,0,3.533,0,5.209,3.777,1.375,18.851,4.161,10.497,7.448,5.911,8.67,5.66,3.268,4.965,7.47,0
07-TM2:bin_000021,26.518,2.544,0,0,0,0,0,0.755,0,0,0,0,0,0,0.603,3.824,2.526,0,14.409,230.444,6.427,64.633,0,0,2.132,1.571,13.161,0,0,0,0,7.049,4.061,3.645,6.537,0,5.807,1.013,1.901,0,17.046,0,0,0,0,0,0,0,0,0,0,0,0,0,23.361,0.796,1.109,7.131,0,19.337,3.772,3.413,3.431,4.329,6.948,17.289,25.349,8.153,5.158,13.421,2.904,4.883,3.653,23.091,0
07-TM4:bin_000002,9.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.487,4.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.555,2.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.794,0,0.816,0,29.408,0.886,1.774,12.279,0,2.863,0,4.854,0,0,14.109,0
07-TM4:bin_000027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,11.85,3.206,1.899,0,13.094,4.283,0,0,0,6.619,3.535,6.066,0,0,0,0
07-TM4:bin_000032,1.603,1.259,0,1.162,0,0,0,0.727,0,0,0,0,3.717,0.891,0,0,5.873,3.195,0.988,1.204,0,2.451,0,0,0,0,1.107,0,0,0,0,0,0,0,0,0,0.787,1.621,1.219,0,1.805,0,0,0,0,0,0,0,0,0,0,0,0,0,2.074,0,0,0,1.911,3.511,0,0.953,4.708,3.98,0,2.159,0,0,0,1.329,0.71,0.741,0.922,0,0
07-TM4:bin_000058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.699,0,0,0,0,1.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.131,0,0,0,1.648,0,2.841,8.912,2.87,3.71,0,0,0,1.507,0,3.735,0,0,0,0
07-TM4:bin_000059,0,0,0,0,0,0,0,0,0,0,0,0,0,1.486,0,0,0,0,0,0,0,0,0,0,0,0,0.619,0,0.568,0,0.771,0,0.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.141,0,0,0,0,0,0,0,8.457,0,0,0,7.836,0.719,0,0,0,0,0.842,0,0,0,0,0
07-TM4:bin_000064,1.885,1.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.055,0,0.841,0,0,1.595,0,0,0,0,0.94,0,0,0,0,1.243,0,0,0,0,4.038,4.693,1.405,0,1.999,0,0,0,0,0,0,0,0,0,0,0,0,0,15.68,0.888,0.548,2.201,2.724,27.31,1.387,2.01,6.867,11.551,10.908,0,0,0,5.191,2.658,8.38,6.049,0,0,0
14:bin_000004,0.935,1.241,4.251,0,0,0,0,0,0,0,0,0,0,0,0,10.462,2.57,5.333,3.15,0.674,0,0,0,0,0,0,0,0,0,0,0,4.458,0,3.809,2.269,0,1.032,0,2.586,0,1.199,0,0,0,0,0,0,0,0,0,0,0,0,0,2.325,0,0,0,1.045,1.755,0,0,1.307,1.768,2.735,0,1.597,2.382,7.072,5.068,5.687,1.198,4.214,1.575,0
14:bin_000010,0,0,0,0,0,0,0,0,0,0,0,0,1.659,0.721,0,1.156,1.777,0,0,0,0,0.611,0,0,0,0.499,1.027,0,1.692,0,1.182,0,0,1.727,0,0,0.641,0.863,0,0,0.719,0,0,0,0,0,0,0,0,0,0,0.862,0,0,0,0,0,0.749,0.843,2.098,0,0,1.254,3.211,1.166,0.777,1.695,0.989,0,0.797,0.651,0,0.598,1.302,0
14:bin_000014,1.784,0,0,1.236,0,0,0,1.71,0,1.087,1.224,0,10.237,2.974,0,3.527,0.614,0,5.147,5.321,2.93,4.712,0,0,0,1.476,2.435,0,2.172,0,6.2,2.964,0,2.3,1.16,0,2.269,4.803,2.52,0,4.432,0,0,0,0,0,0,0,0,1.513,0,0.556,0,0.95,1.423,0,0.797,2.383,4.646,2.989,1.21,0.808,3.822,2.282,1.633,1.32,3.532,0,2.498,2.254,1.279,0,1.52,1.56,0
14:bin_000062,2.349,0.797,0,0,0,0,0,0.589,0,0,1.106,0,1.25,1.671,0,2.383,1.512,1.029,1.406,1.448,0.919,1.059,0,0,0,0.714,1.055,0.805,1.81,0,2.604,0,0,1.304,0.714,0,0.78,0.622,0,0,0.754,0,0,0,0,0,0,0,0,0,0,0.649,0,0.732,0.832,0,0,0,0.763,0.807,0,0,1.124,0.894,0.749,0.977,1.388,0.797,0.733,0.537,0.545,0.95,1.337,1.993,0
14:bin_000091,0,0,0,0,0,0,0,0.845,0,0,0.612,0,11.315,0,0,0,0.844,0,0,0,0,0,0,0,0,0.794,0,0,0,0,0,0,0,0.929,0,0,0,0.72,3.001,0,0.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.101,0,0,0.598,0,0,0,0,0,0,0,0.912,0,0,0,0,0,0
14:bin_000192,2.901,1.246,1.539,1.063,0,0,0,0.776,0,0,0,0,1.521,1.477,0,1.005,2.051,1.493,1.489,1.747,0.894,1.296,0,0,0,0,0.995,0,2.452,0,3.147,0,0,0.966,1.317,0,1.627,1.113,1.539,0,2.801,0,0,0,0,0,0,0,0,0,0,0,0,0,2.048,0,0,0,2.81,1.488,0.793,0,1.951,1.58,1.324,1.75,2.703,1.227,2.269,0.794,0.833,1.278,1.711,1.849,0
14-TM1:bin_000012,16.168,0.864,5.929,0,0,0,0,1.973,0,6.318,7.304,0.539,1.634,8.042,0,15.482,3.53,1.567,1.113,0,5.875,5.738,0,0,0,2.678,7.981,2.172,10.317,0,9.245,8.468,0.817,9.015,2.745,0,0,2.964,0,0,2.476,0,0,0,0,0,0,0,1.159,3.317,0,2.188,1.612,2.703,0,6.571,0,2.276,3.574,10.767,2.224,1.832,0.608,10.37,3.586,0,13.566,1.065,6.276,7.245,7.59,5.984,3.101,3.431,0
14-TM1:bin_000017,0.997,0,0,5.49,1.758,3.49,9.472,0,1.133,1.455,7.641,3.493,2.525,7.58,0,2.854,0,0,1.413,24.418,0.577,0,0,3.321,0,1.354,0,2.859,3.33,6.297,10.636,0,0,0,0,0,0,0,0,0,0,1.977,2.04,1.167,2,8.217,1.143,9.227,13.13,10.335,2.249,0.926,13.713,23.612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-TM2:bin_000049,1.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82,0,0,0.951,0,0.543,0,0,0,0,0,0,7.648,1.532,0,7.845,0,0,0.683,0.636,0,0,0.652,0,0,0.649,0,0,0,0,0,0,0,0,0,0,0,0,0.666,0,0,0,0.843,0.863,0,0,0,0,1.448,0,0,0,0,0,0,0,0,0,0,0
14-TM4:bin_000004,25.731,27.571,19.726,32.106,1.435,0,0,1.272,0,0,1.45,0,2.162,3.57,2.729,43.159,10.346,22.618,107.08,61.881,23.223,49.382,7.027,0,0,2.002,25.806,0,5.649,1.554,0.784,7.037,1.359,5.698,5.927,0,4.029,7.486,7.415,0,26.358,0,0,1.5,0,0,0,0,0,0,0,0,0,0,30.217,24.062,2.098,11.909,26.067,14.476,6.745,4.563,18.185,20.927,4.613,2.029,8.266,4.433,11.839,9.26,0.966,0.708,0,0,0
14-TM4:bin_000010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893,0,0,0,0,0,0,0,0,0,0,7.161,0,0,0,4.775,2.291,0.51,22.393,1.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.62,0,2.44,2.63,9.618,12.298,6.236,0,0,6.027,0,11.226,0,0,8.745,0
14-TM4:bin_000035,0.642,2.372,11.203,0.89,0,0,0,2.283,0,0,0,0,2.21,0,0,2.642,7.376,1.199,3.244,5.692,0.721,7.268,0,0,0,0,1.963,0,0,0,0.901,0.754,0,1.311,1.051,0,3.403,4.297,7.969,0,8.415,0,0,0,0,0,0,0,0,0,0,0,0,0,4.557,0.815,1.012,2.147,4.462,0.994,1.139,0,2.893,1.09,2.75,8.132,6.669,8.801,2.966,4.898,3.874,1.681,6.319,9.006,0
14-TM4:bin_000089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.781,36.422,1.27,9.66,1.637,0,5.704,7.312,8.701,0
14-TM4:bin_000109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.765,0,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,0,0,0,0,0,0,2.041,0,1.116,7.289,0,0,0,0,0,0.634,0,2.055,0
21:bin_000024,2.4,0.674,0,2.14,0,0,0,0,0,0,0,0,2.514,0,0,1.226,0,0,4.166,0,8.983,0.793,0,0,0,1.664,1.829,0,0,0,0,8.241,0,2.974,3.3,0,4.423,1.211,4.838,0,4.563,0,0,0,0,0,0,0,0,0,0,0,0,0,6.193,0,2.535,0,4.473,4.078,2.498,6.096,0.895,4.922,4.178,1.723,2.776,3.227,7.796,6.952,5.113,4.769,11.439,9.112,0
21:bin_000052,2.143,0.776,1.174,3.512,0,0,0,0,0,0,0,0,0,0,0,1.846,2.26,1.884,1.809,2.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.875,0,0,0,0,0.798,0,2.084,0,0,0.971,4.86,3.712,2.736,1.569,1.686,6.143,2.823,6.153,0
21:bin_000073,0,0,0,0,0,0,0,0,0,0,1.083,0.546,0,0,0,3.032,0,0,0,0,0,0,0,0,0,0,0.579,0.757,1.397,0,0,0,0,0,4.889,0,0,1.119,1.984,0,2.594,0,0,0,0,0,0,0,0,0,0,0,0,0.601,0,0,0,0,0.968,0,0.775,0,0,0,0.897,0,0,0,1.098,0,0,0,0,0.799,0
