genome,D300769,D300820,D300821,D300822,D300823,D300824,D300825,D300826,D300827,D300828,D300829,D300830,D300831,D300832,D300833,D300834,D300835,D300836,D300837,D300838,D300839,D300840,D300841,D300842,D300843,D300844,D300845,D300846,D300847,D300848,D300849,D300850,D300851,D300852,D300853,D300854,D300855,D300856,D300857,D300858,D300859,D300860,D300861,D300862,D300863,D300864,D300865,D300866,D300867,D300868,D300869,D300870,D300871,D300872,D300873,D300874,D300875,D300876,D300877,D300878,D300879,D300880,D300881,D300882,D300883,D300884,D300885,D300886,D300887,D300888,D300889,D300890,D300891,D300892,D300893,D300894,D300895,D300896,D300897,D300898,D300899,D300900,D300901,D300902,D300903,D300904,D300905,D300906,D300907,D300908,D300909,D300910,D300911,D300912,D300913,D300914,D300915,D300916,D300917,D300918,D300919,D300920
HPB:bin_000192,0,0,0,0,0,0,0,0,0,0,0,14.188,10.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755,0,4.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.938,7.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.809,0,0,0,0,0,0,0,0,0,0,0,0,0,3.074,0,0,0,0,0,0,0,0,0
HPB:bin_000193,0,10.004,10.58,4.15,4.045,4.717,2.323,0,1.727,0.891,0,14.254,5.517,2.023,4.34,4.538,1.399,4.214,0,0,0,1.672,2.704,0,0,0,4.122,7.482,5.035,3.133,0,0,0,0,0,0,0,0,0,2.91,1.384,0.759,3.56,3.115,1.174,0,3.565,1.299,1.209,1.83,1.96,0,1.331,10.227,5.384,6.335,5.969,0,0,0,2.825,0,4.784,0.883,3.712,2.603,1.634,4.805,0,0,0,0,0,0,2.265,0,0.696,3.177,2.281,0,0,0,0,0,0,0,0,0,0,5.613,3.506,4.827,2.01,1.497,2.426,7.207,0,6.573,3.021,3.492,1.84,3.152
HPB:bin_000196,0,4.199,1.535,4.597,0,1.474,2.279,0,0,0,0,0,0,1.853,2.648,3.871,0,1.712,0,0,0,1.539,3.965,0,0,0,2.5,3.713,3.471,3.004,0,1.741,0,0,0,0,0,0,0.682,2.943,2.871,4.202,1.503,0,1.593,1.46,1.936,0,0,1.369,0.841,0,0,4.617,5.534,2.442,0,0.84,0,0,5.719,0,7.382,0,1.407,1.946,1.489,7.238,0,0,0,0,0,0,2.384,0,1.006,8.039,1.899,0,0,0,0,0,0,0,0,0,0,2.767,3.199,4.326,1.737,2.16,2.979,1.514,3.406,2.941,1.365,2.313,0,2.211
HPB:bin_000202,0,0,0,0,0,0,0,0,0,0.929,0,28.236,30.675,32.237,0,0,0,0,0,0,0,0,11.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.892,31.663,0,31.302,24.669,0,0,0,0,0,0,0,0,0,0,8.555,0,1.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97,0,0
HPB:bin_000204,0,2.007,1.873,0,0,0,0.805,0,0,0,0,1.645,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.262,1.042,1.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.982,0,0,0,0,0,0,0.859,0,0.946,0,0,0,0,0,0,0,0,0,0.809,0,0,0,0.855,0,0,0,0,0,0,0,0,0,0,0,0,0,1.204,0,0,1.055,0,0,0,1.056,0,0.824
HPB:bin_000205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.565,0,0,0,0,0.69,0,0,0,0,0,0,0,3.435,0,0,0,0,0,0,2.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.268,0,0.709,0,0,2.43,0,0,0,0
HPB:bin_000210,0,0,0,0,0,0,4.342,0,0,0,0,1.485,9.691,4.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.196,0,0,0,2.609,0,0,1.419,0,0,1.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPB:bin_000213,0,0,0,4.444,6.556,3.323,1.055,0,2.743,0,0,0,0.862,0,2.04,4.202,0,1.786,0,0,0,0.696,2.897,0,0,0,9.663,1.98,27.527,9.169,0,8.513,0,0,1.204,1.639,0,0,1.091,9.873,5.16,1.693,2.399,1.584,1.029,18.327,3.726,9.343,0.781,3.434,2.061,0,3.725,0,3.034,2.438,1.283,1.078,0,0,0,0,0,0,24.105,1.473,1.242,2.259,0.919,0,0,0,0,0,0.889,0,1.091,25.579,40.218,0,0,0,0,0,0,0.819,0,0,1.519,1.883,1.299,2.588,3.778,0.882,4.003,5.191,4.332,3.812,0,4.372,3.111,4.143
HPB:bin_000214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.277,14.332,0,0,0,0,0,0,0,0,0,0,0,4.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.947,0.821,0,0,0,3.497,0,0,0,0,0,0,0,0,0,0,8.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPB:bin_000217,0,0,0,0,0,0,0,0,0,0,0,4.359,0,0,9.916,0,0,0,0,0,0,0,0,0,0,0,4.019,0,0,0,0,0,0,0,0,0,0,0,0,0.794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.978,0,5.398,0,0,0,0,0,0,0,0,0,0,0,1.068,0,0,0,0,0,0,0,0,0,0,0,0,0,1.564,0,0,0,0,0,0,0,0,0
HPB:bin_000218,0,0,0,0,13.718,0,1.452,0,2.198,0,0,0.794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784,0,0,0,0,0,0,0,2.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.024,0,0,0,0,0,0,0
HPB:bin_000220,0,14.15,36.34,6.012,5.683,7.513,2.36,0,1.88,2.313,0,4.566,2.612,6.095,0.842,17.878,0,1.89,0,0,0,2.656,2.083,0,0,0,8.276,1.96,4.701,1.951,0,0,0,0,0,0.825,0,0,0.696,3.735,1.252,2.597,0,2.011,2.142,0,0,2.232,0,1.379,0.862,0,10.433,16.743,1.325,1.982,0,2.369,0,0,16.476,0,2.06,2.711,1.683,1.052,9.618,10.971,0.646,0,0,0,1.533,0,3.674,0,2.216,7.692,1.661,0,0,0,0,0,0,0,0,0,0.91,0,2.376,3.372,3.003,2.743,3.554,0,0,0,1.878,2.422,0,2.134
HPB:bin_000221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.813,0,0,0,0,1.562,0,0,0,0,0,0,0,0,0,0,0,0,1.559,0,3.577,2.839,0,0,1.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.534,0,2.311,0,4.45,0,0,0,0,1.727
HPB:bin_000224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.387,10.363,0,0,1.927,0,0,0,0,0,0,0,1.648,38.188,1.845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.967,1.504,0,0,0,0,0,0,0,0,0,0,0,0,2.189,54.517,0,12.163,0,0,0,0,0,0,0
HPB:bin_000225,0,0,0,0,0,0,0,0,0,0,0,3.479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.797,0,0,0,0,4.941,0,0,0,0,0,0,0,3.504,0,0,1.077,0,0,0,0,0,5.04,0,1.152,0,0,0,0,0,0,0,0,0,0,0,0,0,20.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPB:bin_000229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.745,56.884,0,14.759,0,0,0,1.352,0,0,6.771,0,0,19.531,19.029,14.616,10.483,31.421,31.082,15.33,5.9,25.004,14.856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.241,0,0,0,0,0,0,0,0,0,0,0.864,3.377,0,22.486,31.96,13.95,25.101,75.65,46.602,33.772,17.545,47.845,23.87,31.259
HPB:bin_000231,0,0,0,1.53,8.242,3.906,1.923,0,7.751,1.694,0,1.903,3.849,1.686,10.38,6.563,0.665,3.827,0,0,0,0.768,11.33,0,0,0,23.586,0.949,26.417,19.825,0,0.592,0,0,0,0,0,0,0,2.228,7.471,12.712,20.379,16.904,1.587,6.017,8.688,2.215,0,0,1.729,0,23.462,0,4.537,21.003,5.17,4.635,0,0,2.464,0.947,0,0,47.654,7.139,6.86,9.234,2.438,0,0,0,0,0,1.127,0,0.72,32.747,15.254,0,0.586,0,0,0,0,0,0,0,1.852,5.07,1.823,13.894,10.446,3.402,2.43,6.296,14.793,7.549,1.576,2.112,1.13,1.384
HPB:bin_000232,0,38.64,11.805,9.102,3.288,3.091,7.847,0,3.014,0,0,2.973,2.878,3.814,3.828,5.85,0,2.294,0,0,0,0,3.298,0,0,0,6.3,7.308,4.914,7.851,0,2.52,0,0,0,0,0,0,0,6.253,3.002,2.514,3.705,4.223,2.315,3.905,5.122,3.821,1.759,4.122,5.49,0,4.428,32.606,6.347,7.278,1.762,0.727,0,0,3.153,0,8.998,3.726,4.312,4.487,5.401,5.19,0.774,0,0,0,0,0,2.801,0,0,9.373,3.058,0,0,0,0,0,0,0,0,0,0,6.579,3.264,8.852,5.114,2.422,2.746,9.303,3.054,3.789,3.587,11.529,4.515,5.224
HPB:bin_000234,0,0,0.752,0.687,10.266,2.914,3.305,0,3.402,0,0,0.88,2.886,0,9.626,8.133,0,3.537,0,0,0,0,0,0,0,0,2.064,0.75,5.063,17.901,0,0,0,0,0,0,0,0,0.587,1.059,13.882,2.346,2.37,0,0,0,0,1.154,0,0,1.828,0,2.404,0,8.621,3.739,0,3.283,0,0,0,0,0,0,10.961,4.737,15.569,0,0.94,0,0,0,0,0,0,0,0,5.574,0,0,0,0,0,0,0,0,0,0,0,7.182,0.786,7.071,2.767,1.922,0,8.636,13.313,0.74,2.698,22.521,5.479,4.256
HPB:bin_000235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.435,59.872,0,0,2.114,0,0,0,0,0,0,0,0,0,0,1.173,0,4.462,22.054,11.417,5.461,1.042,1.635,32.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.208,3.015,0,0,0,0,0,0,0,0,0,0,0,2.197,0,1.199,0,3.429,0,23.093,79.429,15.552,15.577,6.843,10.355
HPB:bin_000236,0,4.183,2.076,2.288,2.108,2.935,3.836,0,3.603,0,0,2.983,2.704,2.146,2.623,1.354,0,1.899,0,0,0,0,2.951,0,0,0,5.175,5.427,4.69,3.593,0,3.213,0,0,0,0,0,0,0,6.236,4.198,1.754,1.733,3.158,1.74,3.982,4.846,3.037,2.056,4.061,2.956,0,1.206,5.256,3.536,3.755,0,1.677,0,0,8.761,0,2.67,3.348,3.601,2.549,2.573,0,0,0,0,0,0,0,1.779,0,0,10.623,1.668,0,0,0,0,0,0,0,0,0,0,4.002,2.962,6.413,4.185,1.096,6.215,5.202,4.203,4.616,5.347,10.364,2.567,4.716
HPB:bin_000240,0,0,0,0,0,0,0,0,0,0,0,47.786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPB:bin_000242,0,57.537,46.238,56.458,3.718,17.119,13.86,0,0,0,0,6.773,5.428,10.333,6.664,9.894,0,3.828,0,0,0,1.101,13.389,0,0,0,5.159,44.668,14.114,4.632,0,2.076,0,0,0,0,0,0,1.249,4.372,29.763,5.129,4.148,0,0,0,10.867,13.944,14.541,0,11.059,0,13.302,33.611,36.224,14.536,11.893,1.559,0,0,1.366,0,3.049,22.837,70.473,4.935,30.942,6.098,0.575,0,0,0,0,0,1.936,0,1.076,50.578,15.049,0,0,0,0,0,0,0,0,0,0,13.237,28.948,105.25,2.606,34.418,10.425,0,3.855,49.588,15.892,20.154,5.656,4.255
HPB:bin_000245,0,3.874,2.832,32.487,22.692,12.956,2.913,0,32.781,3.953,0,8.583,12.377,1.014,24.542,8.493,2.042,15.466,0,0,0,2.808,52.015,0,0,0,26.41,0,14.824,1.626,0,5.105,0,0,0,1.572,0,0,0,3.445,2.102,1.519,2.146,1.198,1.915,12.412,25.084,34.444,1.365,1.707,4.052,0,14.576,0.717,20.993,41.413,31.017,14.397,0,0,7.455,1.456,0,1.079,107.744,4.646,2.191,23.087,3.037,0,0,0,0.836,0,8.988,0,2.784,21.403,34.104,0,0,0,0,0,0,0,0,0.743,1.577,0.905,0.683,2.608,5.488,1.614,4.473,4.904,11.724,4.502,0.612,12.043,5.654,6.144
HPB:bin_000246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.416,0,0,0,0,0,0,0,0,1.641,2.743,6.648,2.907,0,1.829,0,0,0,0,0,0,0,16.087,0,4.285,2.371,7.689,2.067,12.993,2.288,7.2,1.397,3.781,7.439,0,0,0,0,0,0,0,0,0,0,0,0,0,2.673,2.946,2.642,0,0,0,0,0,0,0,3.149,0,0,6.116,3.728,0,0,0,0,0,0,0,0,0,0,0,5.725,1.804,14.248,0,11.523,12.172,3.246,15.201,4.606,14.486,2.285,2.719
HPB:bin_000247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.072,1.126,12.109,37.157,0,3.157,0,0,0,0,0,0,0,28.204,4.42,56.148,3.162,6.077,17.892,22.04,0.805,7.518,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.979,17.529,0,0,0,0,0,0,0,0,0,0,0,38.259,0,108.227,60.576,18.381,93.968,73.077,1.399,1.648,0,0,3.563
HPB:bin_000248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.475,0,46.488,0,0,0,0,0,0,0,0,0,31.251,0,1.19,5.124,5.204,7.959,27.48,25.435,58.348,4.7,1.168,0.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.639,19.081,35.677,24.475,13.191,0,0,1.316
HPB:bin_000249,0,2.103,3.531,1.605,0,0,0,0,0,0,0,2.256,1.246,0,1.548,12.835,0,1.631,0,0,0,1.071,3.663,0,0,0,1.432,2.028,1.631,1.1,0,0,0,0,0,0,0,0,0,1.591,0,2.207,1.577,0.99,0.775,1.365,0,1.223,0,0.731,0.906,0,0.893,1.685,1.39,1.837,0,0,0,0,2.372,0,4.827,2.233,0.992,0.709,0,7.85,0,0,0,0,0,0,0.748,0,0,4.706,0.866,0,0,0,0,0,0,0,0,0,0,1.408,1.204,2.424,2.48,0,0,4.283,1.181,0,0.948,0,0,0
HPB:bin_000251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.989,0,0,0,0,0,0,0,0,0,0,2.418,0,0,0,0,0,0,0,0,0,0,0,0
HPB:bin_000252,0,0.861,7.549,1.068,0,0,0,0,1.422,2.093,0,8.276,6.948,0,0,1.438,0,0,0,0,0,0,0.581,0,0,0,3.953,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.158,0,0,0,0.913,0,0,1.996,0.842,0,0,0,9.021,0,0,1.286,0,4.752,0,5.323,0,0,0,0,0,0,0,0,0,0.748,0,0,0,2.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.734,0
HPB:bin_000253,0,0,0,2.128,0,1.629,0,0,0,0,0,5.379,0,0,7.725,2.419,0,0,0,0,0,0,4.738,0,0,0,4.395,2.713,1.018,1.979,0,0,0,0,0,0,0,0,0,1.583,0,0,0,0,0,0.785,4.346,1.242,0,5.417,0,0,1.429,0,0.874,0,0,0,0,0,0,0,6.697,1.76,2.524,1.925,5.486,20.309,0,0,0,0,0,0,1.727,0,0,3.565,2.233,0,0,0,0,0,0,0,0,0,0,0,19.182,3.02,5.607,0,2.866,0,0,0,0,8.291,0,13.079
HPB:bin_000255,0,0,0,0,0,0,0,0,0,0,0,1.071,0,0,1.004,0,0,0.861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.886,0,0,0,0,0,0,0,0,0.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPB:bin_000256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.196,0,0,1.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.293,0,0,0,0,0,0.933,2.576,2.518,1.606
HPB:bin_000260,0,0,0,0,0,0,0,0,0,0,0,0,0.834,0,0.918,0,0,5.775,0,0,0,0,0,0,0,0,0,0,4.005,0,0,1.49,0,0,0,0,0,0,0,3.419,0,2.966,2.957,0,0,2.272,5.331,1.036,4.094,1.467,5.735,0,0,0,0,4.271,0,0,0,0,0,0,0,0,17.236,3.445,0,1.163,1.778,0,0,0,0,0,2.304,0,0,0,2.159,0,0,0,0,0,0,0,0,0,0,3.127,11.192,6.049,9.414,0,5.801,13.687,0.919,8.033,0.735,1.172,8.128,0
HPB:bin_000261,0,0,0,0,0,0,0,0,0,1.19,0,54.026,213.872,21.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.599,11.275,0,0,0,0,0,0,0,0,0,163.566,0,199.855,45.758,0,0,0,0,0,0,0,0,0,0,109.985,0,21.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.376,7.538,185.787
HPB:bin_000267,0,1.647,0,0,0,0.998,4.481,0,2.295,0,0,1.26,1.242,3.824,0.723,1.597,0,0,0,0,0,1.249,0,0,0,0,2.54,0,0.91,0.899,0,0,0,0,0,0,0,0,0,0.872,1.666,1.028,3.008,1.861,2.508,2.552,0,0.611,0,2.426,0.851,0,0,0,2.439,1.526,0.597,0.72,0,0,5.134,0,0,1.717,2.694,1.028,1.12,19.399,0,0,0,0,1.415,0,2.847,1.731,5.921,3.023,0,0,0,0,0,0,0,0,0,0,0,2.043,1.046,2.659,2.476,0,0.969,3.522,0,0,0,2.325,0,0
HPB:bin_000268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968,2.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.099,0,1.808
HPB:bin_000273,0,0,2.077,1.268,0,2.556,12.773,0,0,0,0,0,0,0,0,3.585,0,0,0,0,0,0,0,0,0,0,1.326,0.799,2.84,0,0,0,0,0,0,0,0,0,0,1.339,0.884,0,0,3.46,0,0,0,2.315,0,6.596,0,0,0,12.545,4.005,1.819,5.843,0.823,0,0,0,0,0,1.2,1.136,0.965,0,1.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902,14.473,2.484,3.357,1.348,9.75,2.273,5.603
HPB:bin_000274,0,0,0,0,0,0,0.699,0,10.006,0,0,30.217,0.87,2.039,0,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,0,6.724,0,0,0,0,0,0,0,0,0,0,0,0,4.498,13.896,1.42,8.432,0,0,3.134,0,0,0,0,0,0,2.195,0,0,0,0,50.904,2.32,0,1.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,3.893,14.673,2.118,2.356
HPB:bin_000275,0,0,0.86,0,9.048,1.737,12.948,0,2.74,5.677,0,0,0,0.754,0,0,0,0,0,0,0,0,9.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.209,0,0,0,0,4.639,4.659,0,1.649,0,3.953,0,0,3.505,0,0,0.824,0,0,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.945,0,0,1.342
HPB:bin_000276,0,0,0,0,0,0,0,0,0,14.866,0,22.124,0,5.303,0,0,0,8.195,0,0,0,0,0,0,0,0,0,2.906,2.468,0,0,1.207,0,0,0,0,0,0,0,0,0,0,0,0,1.279,0,0,2.567,1.059,0,1.331,0,0,0,0,0,0,0,0,0,0,0,0,0,6.754,0,0,0,0,0,0,0,0,0,36.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.347,0,1.426,4.666,3.185,2.507,0.988,0
HPB:bin_000277,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.904,0.873,0,0,0,0,0,0,0,0,0,1.225,0,0,0,0,0,1.932,0,0.929,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.524,0,0,0,0,0,0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.097,0,0.796,1.371,0.732,0,0.657,1.02,0,0.901
HPB:bin_000278,0,6.619,3.408,3.217,1.275,0.9,2.365,0,0,0,0,0,0,0,2.354,3.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.251,6.102,5.072,4.231,0,0,0,0,0,0,0,0,3.185,1.491,1.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPB:bin_000279,0,0,0,3.153,3.341,2.019,0,0,3.525,0,0,2.719,3.147,0.579,2.673,1.21,0,5.443,0,0,0,1.297,4.895,0,0,0,22.882,0,13.479,3.369,0,1.06,0,0,0,0,0,0,0,6.084,2.065,3.547,3.412,3.833,1.35,3.283,3.268,2.642,0,0,1.129,0,0,0,2.37,6.894,2.558,2.364,0,0,1.886,0,0,0,7.042,1.185,0,14.203,1.108,0,0,0,0,0,2.89,0,0,12.992,18.23,0,0,0,0,0,0,0,0,0,0.837,0.619,0,0.987,4.593,0.612,3.151,2.524,3.058,2.827,0,3.661,1.111,1.144
HPB:bin_000284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.727,0,0,0,0,0,0,0,16.605,0,0,0,0,12.648,1.691,0,0,0,0,4.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.236,0,0,0,6.546,0,0,0
HPB:bin_000286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.501,0,0,3.681,0,0,0,0,0,0,0,0,1.339,3.115,2.022,0,0,11.68,0,0,0,0,0,0,0,9.758,0,0,0,0,0,0,3.603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.631,0,2.359,0,0,0,0,0,0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,10.547,3.891,0,2.94,0,10.834,0.58,0,2.3,3.573,2.526
HPB:bin_000287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.994,0,3.543,2.501,0,0,0,0,0,0,0,0,0,0,1.568,1.146,0,0,0,0.781,0,0,2.951,0,1.963,0,0,0,0,0,0,0,0,0,0,0,0,0,35.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968,1.812,0,1.181,0,5.822,0,0,31.464,8.251,4.387
HPB:bin_000288,0,0,0,0.758,0,0,0,0,0,0,0,0,0,0.847,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.089,0,0,0,0,0,0,0,0,0,1.477,0,0,0.65,0,0,0,0,0,0,0,0,0,0.63,0,0,3.032,0,0,0,0,0.714,0.741,0,1.1,0.975,15.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.212,0,0,0,0,0,0,2.765,1.532,1.095,11.617,0.948
HPB:bin_000290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.662,0,0,0,0,0,0,0,0,0,0,0,9.318,0,1.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.591,0,0,0,0,0,0,0,0,0,0,0,0,0,1.449,0,0,0,0,0,0,0,0,0,0,0,0,0,1.273,0,0,0,0,0,0,0,0,1.043
HPB:bin_000291,0,9.225,6.179,3.297,2.266,5.15,2.037,0,3.292,0,0,1.882,1.913,1.589,1.226,4.7,0,1.799,0,0,0,2.104,1.787,0,0,0,4.889,1.969,2.722,3.594,0,1.411,0,0,0,1.5,0,0,0,1.804,1.822,0.861,0,2.927,1.804,2.707,0,0,0,0.893,1.478,0,1.814,3.391,4.991,5.235,1.592,2.337,0,0,3.394,0,3.233,0,1.121,0.73,3.39,4.388,0.992,0,0,0,0,0,1.586,0,0,3.583,1.256,0,0,0,0,0,0,0,0,0,0,2.299,2.16,1.452,2.158,0,2.564,2.969,1.716,1.237,0.815,1.78,0,1.411
HPB:bin_000292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.21,2.012,2.047,0,0.74,0,0,0,0,4.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.552,6.264,0.888
